EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;2559380;2071070;463045;258934;0;8419;1;48754400;0;23783700;304;55000;10,783;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7644;412;277390;0;62189;75185300;60989100;13602600;8217460;0;247320;30;2239060000;0;489397000;9120;1650000;304;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6140;383;60875;0;35;65170900;47456100;10782000;4741800;0;239599;31;470503000;0;270515;8432;1395000;290,083;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7472;299;267201;0;5353;72225500;57265400;13067100;7242730;0;237584;31;2047830000;0;41025400;9424;1705000;285,766;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KLAX;LOS ANGELES, CALIFORNIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4525;108;92742;0;42812;50715800;44883500;8034390;5384060;0;178542;18;919908000;0;424652000;5113;810000;215,666;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;142;1;0;0;0;1004780;824736;81312;74226;0;5808;1;0;0;0;173;14000;7,483;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4785;64;1831;0;0;30770800;27791300;3211820;2511840;0;174240;30;10634400;0;0;5298;553000;227,3;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3652;44;1047;0;0;15880200;14158800;1620590;1278330;0;124064;32;4059220;0;0;4096;418000;170,32;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7721;267;105943;0;32588;56637700;51862000;9370220;5598070;0;208227;31;711619000;0;218894000;8432;1395000;255,415;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2020;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;16150;553;369210;0;74407;118963000;106170000;20609500;12471600;0;414162;63;2427190000;0;489152000;18096;3135000;528,449;0
