EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6890;140;298640;0;5900;58208100;80954800;10691300;9830410;;237584;31;2499270000;0;45217600;7595;1395000;262,66;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;19621;365;626625;230;940;137890000;128988000;22976100;15734500;;598234;91;4119430000;1512020;6179560;20975;3495000;712,82;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;124;90;1050;0;0;2394380;1196010;439785;117745;;9773;29;10116700;0;0;7105;1305000;40,49;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;;;;;;;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;576;11;24030;0;540;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;;;;;;;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;175;14;1740;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5914;101;145430;0;0;51475500;48755000;8079120;5586860;;230832;28;1198930000;0;0;6244;980000;335,76;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3547;86;25590;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6563;111;139295;0;0;50697400;77483000;9311760;8237140;;206928;27;1263680000;0;0;6615;1215000;277,42;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;10172;195;229453;7645;15165;71898800;68325300;11284600;7792360;;322416;48;1541240000;51351500;101863000;10704;1680000;494,93;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;15263;239;429500;12840;19210;103738000;100339000;17486800;11980300;;447032;68;2823530000;84410200;126287000;15780;2660000;631,43;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3635;90;21890;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;10171;178;344240;0;290;71898800;68318600;11284600;8462860;;322416;48;2312260000;0;1947930;10704;1680000;409,64;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4;98;0;0;0;2311820;1226340;424620;117734;;9436;28;7376930;0;0;6860;1260000;32,43;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5945;109;161585;0;0;51467300;49010600;8079120;5743040;;230832;28;1332110000;0;0;6243;980000;237,11;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6011;113;232190;0;7600;50697400;72984300;9311760;8564660;;206928;27;1937840000;0;58246400;6615;1215000;228,01;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;15263;246;499790;0;170;103738000;100339000;17486800;12317200;;447032;68;3285620000;0;1117580;15780;2660000;498,67;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;366;92;8710;0;0;2229260;1202080;409455;119135;;9099;27;10962600;0;0;6615;1215000;29,64;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6344;100;180420;0;0;56990800;52299900;8944740;6194360;;255564;31;1487380000;0;0;6913;1085000;373,18;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4004;89;27965;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7191;107;156453;0;0;58208100;85798500;10691300;9135220;;237584;31;1413380000;0;0;7595;1395000;319,41;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;10811;185;281500;10705;21680;78038100;72617500;12292100;8572010;;349284;52;1890840000;71905500;145625000;11618;1830000;535,7;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;13429;177;374580;12475;16640;93620300;88282200;15942000;10517300;;401014;61;2462490000;82010600;109391000;14241;2425000;556,2;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3936;89;29345;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;11066;171;371715;0;0;79388200;74330300;12460000;9186520;;356001;53;2496810000;0;0;11819;1855000;449,52;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;93;0;0;0;2559520;1326430;470115;129252;;10447;31;9889260;0;0;7595;1395000;36,24;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6428;110;176490;0;0;56990800;52992400;8944740;6224290;;255564;31;1454980000;0;0;6913;1085000;262,7;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7139;124;295300;0;11980;59917200;84878800;10959500;10219000;;245248;32;2488080000;0;91814700;7818;1430000;269,67;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;13665;188;486780;0;0;95375600;89833700;16303500;11285100;;407588;62;3200090000;0;0;14508;2480000;455,27;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;102;0;0;0;2559520;1349350;470115;130852;;10447;31;9424200;0;0;7595;1395000;31,1;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;;;;;;;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;4;0;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;;;;;;;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;4;0;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6073;118;169220;0;0;55144100;50065800;8656200;5900960;;247320;30;1395050000;0;0;6689;1050000;360,62;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4003;221;18246;1290;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7095;93;178930;6100;0;56330400;85055100;10346400;9166100;;229920;30;1511160000;56637000;0;7350;1350000;308,24;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6733;126;172095;9370;17675;49430400;45225600;7758140;5344970;;221661;33;1155960000;62938300;118723000;7359;1155000;367,89;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;13218;210;330110;13690;19620;92299000;86895100;15777600;10119700;;394440;60;2170140000;89998100;128982000;14040;2400000;548,15;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;4035;114;16315;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6901;123;235830;0;0;49423700;46354000;7758140;5755910;;221661;33;1584070000;0;0;7358;1155000;279,94;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;94;0;0;0;2476950;1359800;454950;127864;;10110;30;5498160;0;0;7350;1350000;34,81;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6199;92;173515;0;0;55152400;51104600;8656200;6029850;;247320;30;1430460000;0;0;6690;1050000;254,06;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6697;116;295570;0;10340;56330400;82250000;10346400;9872020;;229920;30;2390290000;0;79245800;7350;1350000;254,6;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;13237;215;460110;7;7;90977600;87020100;15613200;10856600;;394440;60;3024760000;46018;46018;13839;2375000;438,56;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;235;95;10430;0;0;2229260;1302500;409455;126100;;9099;27;8888040;434730;0;6615;1215000;27,39;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;;;;;;;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;2;0;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;;;;;;;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;4;0;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6353;100;180395;0;0;56982500;52374100;8944740;6200830;;255564;31;1487180000;0;0;6912;1085000;371,5;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4007;103;28980;0;0;1893600;2658780;347805;299962;;7729;1;60672600;0;0;245;45000;13,23;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7109;128;142370;0;0;56330400;82556600;10346400;8683150;;229920;30;1253060000;0;0;7350;1350000;308,35;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6327;114;149950;9448;22895;46434600;42498500;7287940;4985840;;208227;31;1007210000;63462200;153786000;6913;1085000;351,62;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;13391;204;376916;13580;16720;95375600;88032400;16303500;10510600;;407588;62;2477850000;89274900;109917000;14508;2480000;563,03;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3742;102;26130;0;0;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6242;121;222085;0;230;46434600;41927500;7287940;5266750;;208227;31;1491740000;0;1544910;6913;1085000;263,15;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3;96;0;0;0;2642080;1342610;485280;130953;;10784;32;10137000;0;0;7840;1440000;50,51;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6378;106;174260;0;0;56990800;52580200;8944740;6168810;;255564;31;1436600000;0;0;6913;1085000;262,4;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2008;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6893;135;269034;0;11940;58208100;81506600;10691300;9689230;;237584;31;2262140000;0;91508200;7595;1395000;262,15;
