EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1609;125;280591;0;68866;72835700;13264600;11500400;4074720;0;255564;31;2313190000;0;567731000;8835;1395000;309,584;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;51;0;0;0;0;496256;197727;54278;17795;0;3877;1;0;0;0;128;14000;5,5;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;196;12;276;0;0;9428860;759892;1031280;69452;0;73663;19;1070050;0;0;2432;266000;104,201;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2445;245;108093;0;0;55616800;16423100;9370220;2204120;0;208227;31;726061000;0;0;8280;1395000;260,247;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2312;357;345341;0;26141;61532600;15199100;11077200;3810030;0;203794;31;2270270000;0;171851000;9360;1685000;254,701;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;250;11;133;9;0;9428860;969250;1031280;87739;0;73663;19;515641;34893;0;2432;266000;104,517;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3796;325;186023;0;9591;55677200;25497700;9370220;3608720;0;208227;31;1249520000;0;64422800;8289;1395000;264,15;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;4634;236;203471;0;8793;72835700;38202700;11500400;5188130;0;255564;31;1677410000;0;72489500;8835;1395000;309,432;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5192;454;315331;0;25815;61532600;34132200;11077200;5314570;0;203794;31;2072990000;0;169708000;9360;1685000;252,634;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;2;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1333;151;235670;0;51726;65787100;10989300;10387400;3358310;0;230832;28;1942860000;0;426429000;7980;1260000;276,849;0
