EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;1787;1;0;0;0;0;0;2,5;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;1079;1;0;0;0;0;0;1,533;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;22;0;0;0;0;89350;39314;8935;3538;0;1787;1;0;0;0;50;5000;2,65;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;58;0;0;0;0;107900;62582;10790;5632;0;2158;2;0;0;0;100;10000;4,783;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;5;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;3574;2;0;0;0;0;0;5,1;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;5;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;29;0;0;0;0;53950;31291;5395;2816;0;1079;1;0;0;0;50;5000;1,617;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5231;257;81807;0;1648;55161300;44039800;10607900;4666170;0;235732;28;688733000;0;13874500;6552;1260000;284,152;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7541;286;173929;0;1258;72835700;62168000;11500400;7039340;0;255564;31;1433870000;0;10371000;8835;1395000;313,086;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7348;247;30108;0;3490;65170900;56792700;10782000;5371010;0;239599;31;232705000;0;26974200;8432;1395000;294,467;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8017;158;200956;0;5713;67711400;61442300;10691300;7113700;0;237584;31;1540130000;0;43784400;8835;1395000;293,618;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;10713;303;106360;66;4983;77957500;71959200;14206500;7224200;0;315699;47;714420000;443322;33470800;11606;2115000;391;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;23928;619;630962;0;3443;174080000;157303000;29944600;18327800;0;611382;93;4147940000;0;22634300;26480;4555000;784,219;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6315;247;8546;0;2;57560700;53166000;10986800;4856890;0;244151;29;71948800;0;16838;6837;1305000;300,116;0
