EMPRESA (SIGLA);EMPRESA (NOME);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;ASSENTOS
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SBLP;BOM JESUS DA LAPA;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;129;0;30
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SBLP;BOM JESUS DA LAPA;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;61;0;270
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SBSV;SALVADOR;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;120;0;15
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SBSV;SALVADOR;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;86;0;300
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SBSV;SALVADOR;BA;SNTF;TEIXEIRA DE FREITAS;BA;DOMÉSTICA;REGULAR;101;0;165
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SNGI;GUANAMBI;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;73;0;285
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SNGI;GUANAMBI;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;73;0;300
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;1;SNTF;TEIXEIRA DE FREITAS;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;93;0;165
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SBLP;BOM JESUS DA LAPA;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;127;0;
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SBLP;BOM JESUS DA LAPA;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;34;0;270
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SBSV;SALVADOR;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;96;0;30
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SBSV;SALVADOR;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;62;0;240
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SBSV;SALVADOR;BA;SNTF;TEIXEIRA DE FREITAS;BA;DOMÉSTICA;REGULAR;88;0;165
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SNGI;GUANAMBI;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;28;0;225
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SNGI;GUANAMBI;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;59;0;270
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;2;SNTF;TEIXEIRA DE FREITAS;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;90;0;165
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SBCV;CARAVELAS;BA;SNTF;TEIXEIRA DE FREITAS;BA;DOMÉSTICA;REGULAR;5;0;30
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SBLP;BOM JESUS DA LAPA;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;120;0;
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SBLP;BOM JESUS DA LAPA;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;47;0;285
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SBSV;SALVADOR;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;106;0;15
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SBSV;SALVADOR;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;90;0;270
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SBSV;SALVADOR;BA;SNTF;TEIXEIRA DE FREITAS;BA;DOMÉSTICA;REGULAR;93;0;165
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SBSV;SALVADOR;BA;SNVR;VERA CRUZ;BA;DOMÉSTICA;REGULAR;0;0;30
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SNGI;GUANAMBI;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;29;0;270
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SNGI;GUANAMBI;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;64;0;285
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SNTF;TEIXEIRA DE FREITAS;BA;SBCV;CARAVELAS;BA;DOMÉSTICA;REGULAR;5;0;30
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;3;SNTF;TEIXEIRA DE FREITAS;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;88;0;165
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SBLP;BOM JESUS DA LAPA;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;166;0;15
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SBLP;BOM JESUS DA LAPA;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;38;0;315
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SBSV;SALVADOR;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;181;0;
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SBSV;SALVADOR;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;86;0;330
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SBSV;SALVADOR;BA;SNTF;TEIXEIRA DE FREITAS;BA;DOMÉSTICA;REGULAR;106;0;195
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SNGI;GUANAMBI;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;30;0;330
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SNGI;GUANAMBI;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;84;0;315
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;4;SNTF;TEIXEIRA DE FREITAS;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;101;0;195
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SBLP;BOM JESUS DA LAPA;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;151;0;
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SBLP;BOM JESUS DA LAPA;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;62;0;300
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SBSV;SALVADOR;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;144;0;
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SBSV;SALVADOR;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;98;0;300
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SBSV;SALVADOR;BA;SNTF;TEIXEIRA DE FREITAS;BA;DOMÉSTICA;REGULAR;119;0;165
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SNGI;GUANAMBI;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;38;0;300
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SNGI;GUANAMBI;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;92;0;285
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;5;SNTF;TEIXEIRA DE FREITAS;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;110;0;180
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;6;SBLP;BOM JESUS DA LAPA;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;112;0;15
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;6;SBLP;BOM JESUS DA LAPA;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;81;0;270
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;6;SBSV;SALVADOR;BA;SBLP;BOM JESUS DA LAPA;BA;DOMÉSTICA;REGULAR;126;0;30
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;6;SBSV;SALVADOR;BA;SNGI;GUANAMBI;BA;DOMÉSTICA;REGULAR;63;0;255
ABJ;ABAETÉ LINHAS AÉREAS S.A.;2002;6;SBSV;SALVADOR;BA;SNTF;TEIXEIRA DE FREITAS;BA;DOMÉSTICA;REGULAR;90;0;150
