EMPRESA (SIGLA);EMPRESA (NOME);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;ASSENTOS
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SBSV;SALVADOR;BA;SDLO;CAIRU;BA;DOMÉSTICA;REGULAR;40;1;54
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SBSV;SALVADOR;BA;SIRI;MARAÚ;BA;DOMÉSTICA;REGULAR;36;0;54
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SBSV;SALVADOR;BA;SNCL;CAIRU;BA;DOMÉSTICA;REGULAR;334;5;558
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SDLO;CAIRU;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;48;1;63
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SDLO;CAIRU;BA;SIRI;MARAÚ;BA;DOMÉSTICA;REGULAR;25;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SIRI;MARAÚ;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;33;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SIRI;MARAÚ;BA;SDLO;CAIRU;BA;DOMÉSTICA;REGULAR;35;1;63
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;1;SNCL;CAIRU;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;466;5;531
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SBSV;SALVADOR;BA;SDLO;CAIRU;BA;DOMÉSTICA;REGULAR;28;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SBSV;SALVADOR;BA;SIRI;MARAÚ;BA;DOMÉSTICA;REGULAR;29;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SBSV;SALVADOR;BA;SNCL;CAIRU;BA;DOMÉSTICA;REGULAR;270;0;432
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SDLO;CAIRU;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;21;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SDLO;CAIRU;BA;SIRI;MARAÚ;BA;DOMÉSTICA;REGULAR;26;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SIRI;MARAÚ;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;29;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SIRI;MARAÚ;BA;SDLO;CAIRU;BA;DOMÉSTICA;REGULAR;22;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;2;SNCL;CAIRU;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;339;0;432
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;3;SBSV;SALVADOR;BA;SDLO;CAIRU;BA;DOMÉSTICA;REGULAR;12;0;27
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;3;SBSV;SALVADOR;BA;SIRI;MARAÚ;BA;DOMÉSTICA;REGULAR;21;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;3;SBSV;SALVADOR;BA;SNCL;CAIRU;BA;DOMÉSTICA;REGULAR;154;2;261
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;3;SDLO;CAIRU;BA;SBSV;SALVADOR;BA;DOMÉSTICA;REGULAR;29;0;45
ABJ;ATA - AEROTÁXI ABAETÉ LTDA.;2024;3;SDLO;CAIRU;BA;SIRI;MARAÚ;BA;DOMÉSTICA;REGULAR;12;2;27
