EMPRESA (SIGLA);EMPRESA (NOME);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;ASSENTOS
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SBPC;POÇOS DE CALDAS;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SBVG;VARGINHA;MG;DOMÉSTICA;REGULAR;4;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNAR;ALMENARA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNCT;UBAPORANGA;MG;DOMÉSTICA;REGULAR;1;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNDT;DIAMANTINA;MG;DOMÉSTICA;REGULAR;2;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNJM;MANHUAÇU;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNOS;PASSOS;MG;DOMÉSTICA;REGULAR;1;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNPD;PATOS DE MINAS;MG;DOMÉSTICA;REGULAR;7;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;15;0;18
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNUI;ARAÇUAÍ;MG;DOMÉSTICA;REGULAR;2;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBBH;BELO HORIZONTE;MG;SNVC;VIÇOSA;MG;DOMÉSTICA;REGULAR;5;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBPC;POÇOS DE CALDAS;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBPC;POÇOS DE CALDAS;MG;SBVG;VARGINHA;MG;DOMÉSTICA;REGULAR;0;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBVG;VARGINHA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;5;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SBVG;VARGINHA;MG;SBPC;POÇOS DE CALDAS;MG;DOMÉSTICA;REGULAR;5;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNAR;ALMENARA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;0;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNAR;ALMENARA;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNCT;UBAPORANGA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;0;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNCT;UBAPORANGA;MG;SBPC;POÇOS DE CALDAS;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNCT;UBAPORANGA;MG;SBVG;VARGINHA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNCT;UBAPORANGA;MG;SNJM;MANHUAÇU;MG;DOMÉSTICA;REGULAR;0;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNCT;UBAPORANGA;MG;SNVC;VIÇOSA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNDT;DIAMANTINA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;0;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNDT;DIAMANTINA;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNJM;MANHUAÇU;MG;SNCT;UBAPORANGA;MG;DOMÉSTICA;REGULAR;7;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNJM;MANHUAÇU;MG;SNVC;VIÇOSA;MG;DOMÉSTICA;REGULAR;7;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNPD;PATOS DE MINAS;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;3;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNTO;TEÓFILO OTONI;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;6;0;18
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNTO;TEÓFILO OTONI;MG;SNAR;ALMENARA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNTO;TEÓFILO OTONI;MG;SNDT;DIAMANTINA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNTO;TEÓFILO OTONI;MG;SNUI;ARAÇUAÍ;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNUI;ARAÇUAÍ;MG;SNAR;ALMENARA;MG;DOMÉSTICA;REGULAR;2;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNVC;VIÇOSA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;0;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNVC;VIÇOSA;MG;SNCT;UBAPORANGA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNVC;VIÇOSA;MG;SNJM;MANHUAÇU;MG;DOMÉSTICA;REGULAR;2;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;2;SNVC;VIÇOSA;MG;SNPD;PATOS DE MINAS;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBAX;ARAXÁ;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;13;0;27
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBAX;ARAXÁ;MG;SNPD;PATOS DE MINAS;MG;DOMÉSTICA;REGULAR;0;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SBAX;ARAXÁ;MG;DOMÉSTICA;REGULAR;2;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SBIP;SANTANA DO PARAÍSO;MG;DOMÉSTICA;REGULAR;9;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SBPC;POÇOS DE CALDAS;MG;DOMÉSTICA;REGULAR;9;0;45
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SBVG;VARGINHA;MG;DOMÉSTICA;REGULAR;7;0;36
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNAR;ALMENARA;MG;DOMÉSTICA;REGULAR;2;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNCT;UBAPORANGA;MG;DOMÉSTICA;REGULAR;15;0;81
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNDT;DIAMANTINA;MG;DOMÉSTICA;REGULAR;34;0;99
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNJM;MANHUAÇU;MG;DOMÉSTICA;REGULAR;2;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNNU;NANUQUE;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNOS;PASSOS;MG;DOMÉSTICA;REGULAR;9;0;54
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNPD;PATOS DE MINAS;MG;DOMÉSTICA;REGULAR;37;0;144
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;170;0;234
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNUI;ARAÇUAÍ;MG;DOMÉSTICA;REGULAR;13;0;63
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNVC;VIÇOSA;MG;DOMÉSTICA;REGULAR;10;0;117
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNZA;POUSO ALEGRE;MG;DOMÉSTICA;REGULAR;12;0;36
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBBH;BELO HORIZONTE;MG;SNZR;PARACATU;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBIP;SANTANA DO PARAÍSO;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;8;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBPC;POÇOS DE CALDAS;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;3;0;18
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBPC;POÇOS DE CALDAS;MG;SBVG;VARGINHA;MG;DOMÉSTICA;REGULAR;2;0;18
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBPC;POÇOS DE CALDAS;MG;SNZA;POUSO ALEGRE;MG;DOMÉSTICA;REGULAR;4;0;54
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBVG;VARGINHA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;15;0;27
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBVG;VARGINHA;MG;SBPC;POÇOS DE CALDAS;MG;DOMÉSTICA;REGULAR;3;0;18
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SBVG;VARGINHA;MG;SNZA;POUSO ALEGRE;MG;DOMÉSTICA;REGULAR;2;0;18
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNAR;ALMENARA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;19;0;45
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNAR;ALMENARA;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNAR;ALMENARA;MG;SNUI;ARAÇUAÍ;MG;DOMÉSTICA;REGULAR;0;0;18
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNCT;UBAPORANGA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;85;0;126
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNCT;UBAPORANGA;MG;SBPC;POÇOS DE CALDAS;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNCT;UBAPORANGA;MG;SNJM;MANHUAÇU;MG;DOMÉSTICA;REGULAR;16;0;72
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNCT;UBAPORANGA;MG;SNVC;VIÇOSA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNCT;UBAPORANGA;MG;SNZA;POUSO ALEGRE;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNDT;DIAMANTINA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;34;0;90
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNDT;DIAMANTINA;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNJM;MANHUAÇU;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;8;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNJM;MANHUAÇU;MG;SNCT;UBAPORANGA;MG;DOMÉSTICA;REGULAR;69;0;117
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNJM;MANHUAÇU;MG;SNPD;PATOS DE MINAS;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNJM;MANHUAÇU;MG;SNVC;VIÇOSA;MG;DOMÉSTICA;REGULAR;40;0;72
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNNU;NANUQUE;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNNU;NANUQUE;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;0;0;36
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNOS;PASSOS;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;9;0;45
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNPD;PATOS DE MINAS;MG;SBAX;ARAXÁ;MG;DOMÉSTICA;REGULAR;4;0;36
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNPD;PATOS DE MINAS;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;45;0;90
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNPD;PATOS DE MINAS;MG;SBCF;CONFINS;MG;DOMÉSTICA;REGULAR;6;0;9
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNPD;PATOS DE MINAS;MG;SNZR;PARACATU;MG;DOMÉSTICA;REGULAR;15;0;45
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNTO;TEÓFILO OTONI;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;158;0;225
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNTO;TEÓFILO OTONI;MG;SNDT;DIAMANTINA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNTO;TEÓFILO OTONI;MG;SNNU;NANUQUE;MG;DOMÉSTICA;REGULAR;6;0;36
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNTO;TEÓFILO OTONI;MG;SNUI;ARAÇUAÍ;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNUI;ARAÇUAÍ;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;15;0;27
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNUI;ARAÇUAÍ;MG;SNAR;ALMENARA;MG;DOMÉSTICA;REGULAR;23;0;63
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNUI;ARAÇUAÍ;MG;SNTO;TEÓFILO OTONI;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNVC;VIÇOSA;MG;SBBH;BELO HORIZONTE;MG;DOMÉSTICA;REGULAR;50;0;72
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNVC;VIÇOSA;MG;SNCT;UBAPORANGA;MG;DOMÉSTICA;REGULAR;0;0;
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);2018;3;SNVC;VIÇOSA;MG;SNJM;MANHUAÇU;MG;DOMÉSTICA;REGULAR;36;0;117
